1,3.153664,0.000004
10001,0.126752,0.946825
20001,0.098112,2.446306
30001,0.212800,1.691786
40001,0.182656,2.627956
50001,0.171136,3.506053
60001,0.296224,2.430634
70001,0.296096,2.836958
80001,0.301888,3.180027
90001,0.159520,6.770386
100001,0.148032,8.106437
110001,0.157920,8.358739
120001,0.140160,10.274058
130001,0.143904,10.840644
140001,0.114848,14.628134
150001,0.153248,11.745746
160001,0.143584,13.372047
170001,0.169440,12.039731
180001,0.131168,16.467524
190001,0.098208,23.216152
200001,0.124160,19.329994
210001,0.094624,26.631849
220001,0.111744,23.625536
230001,0.102176,27.012331
240001,0.102176,28.186775
250001,0.105152,28.530241
260001,0.039616,78.756363
270001,0.080480,40.258598
280001,0.050400,66.666908
290001,0.056928,61.130058
300001,0.056896,63.273552
310001,0.062176,59.830353
320001,0.053536,71.727661
330001,0.072288,54.781044
340001,0.090528,45.069065
350001,0.080736,52.021553
360001,0.048352,89.345055
370001,0.100864,44.019791
380001,0.116192,39.245491
390001,0.034752,134.668854
400001,0.034208,140.318405
410001,0.068704,71.611725
420001,0.071200,70.786690
430001,0.091488,56.400974
440001,0.060000,88.000198
450001,0.059104,91.364578
460001,0.057952,95.251450
470001,0.165024,34.176922
480001,0.060000,96.000198
490001,0.096288,61.066921
500001,0.080096,74.910255
510001,0.093856,65.206398
520001,0.102560,60.842552
530001,0.117216,54.258907
540001,0.185312,34.968117
550001,0.131136,50.329521
560001,0.127296,52.790440
570001,0.231424,29.556190
580001,0.252032,27.615587
590001,0.158144,44.769402
600001,0.142016,50.698601
610001,0.149920,48.826118
620001,0.188320,39.507286
630001,0.269888,28.011663
640001,0.143040,53.691357
650001,0.146208,53.348736
660001,0.156768,50.520592
670001,0.249440,32.232246
680001,0.139584,58.459507
690001,0.152704,54.222626
700001,0.167616,50.114620
710001,0.146432,58.184086
720001,0.156896,55.068405
730001,0.151424,57.850880
740001,0.119456,74.337097
750001,0.107296,83.880219
760001,0.303232,30.076019
770001,0.095616,96.636673
780001,0.089920,104.092659
790001,0.158464,59.824390
800001,0.125984,76.200249
810001,0.153920,63.149769
820001,0.199808,49.247337
830001,0.143904,69.212891
840001,0.159936,63.025288
850001,0.135392,75.336891
860001,0.160064,64.474289
870001,0.218112,47.865372
880001,0.129440,81.582298
890001,0.265664,40.201199
900001,0.276032,39.125942
910001,0.297440,36.713329
920001,0.170048,64.922920
930001,0.166528,67.015831
940001,0.170400,66.197258
950001,0.242272,47.054600
960001,0.154688,74.472565
970001,0.246240,47.271004
980001,0.129760,90.628944
990001,0.154528,76.879349
1000001,0.171136,70.119736
1010001,0.262336,46.200340
1020001,0.159104,76.930885
1030001,0.174272,70.923683
1040001,0.175008,71.311096
1050001,0.208960,60.298679
1060001,0.273856,46.447811
1070001,0.186944,68.683739
1080001,0.220896,58.670197
1090001,0.201024,65.066917
1100001,0.299808,44.028217
1110001,0.201216,66.197578
1120001,0.266432,50.444439
1130001,0.209696,64.665100
1140001,0.194240,70.428398
1150001,0.175616,78.580612
1160001,0.238304,58.412834
1170001,0.171232,81.994087
1180001,0.206560,68.551567
1190001,0.217504,65.654022
1200001,0.191680,75.125275
1210001,0.222848,65.156570
1220001,0.260032,56.300808
1230001,0.254144,58.077354
1240001,0.336128,44.268887
1250001,0.282176,53.158356
1260001,0.293344,51.543621
1270001,0.184000,82.826149
1280001,0.192800,79.668114
1290001,0.175328,88.291725
1300001,0.171168,91.138603
1310001,0.171264,91.788193
1320001,0.233856,67.734047
1330001,0.369568,43.185593
1340001,0.227712,70.615562
1350001,0.213408,75.910988
1360001,0.214528,76.074043
1370001,0.230304,71.383965
1380001,0.247904,66.800102
1390001,0.181504,91.898872
1400001,0.199872,84.053856
1410001,0.296192,57.125149
1420001,0.154720,110.134521
1430001,0.244768,70.107254
1440001,0.162144,106.572006
1450001,0.259424,67.071709
1460001,0.158080,110.830040
1470001,0.221600,79.602943
1480001,0.161536,109.944611
1490001,0.215232,83.073204
1500001,0.194400,92.592659
1510001,0.254336,71.244385
1520001,0.143680,126.948853
1530001,0.207456,88.500755
1540001,0.190080,97.222282
1550001,0.183648,101.280777
1560001,0.177312,105.576675
1570001,0.162720,115.781792
1580001,0.228128,83.111290
1590001,0.217280,87.813019
1600001,0.192640,99.667831
1610001,0.196032,98.555397
1620001,0.235936,82.395279
1630001,0.214464,91.204178
1640001,0.197920,99.434181
1650001,0.223136,88.735176
1660001,0.185792,107.216736
1670001,0.247744,80.889999
1680001,0.207296,97.252296
1690001,0.218880,92.653564
1700001,0.178528,114.267860
1710001,0.187360,109.521835
1720001,0.229920,89.770409
1730001,0.342976,60.529053
1740001,0.217824,95.857262
1750001,0.364544,57.606247
1760001,0.223712,94.407150
1770001,0.383648,55.363281
1780001,0.201280,106.120888
1790001,0.268544,79.986938
1800001,0.193856,111.422974
1810001,0.190848,113.807915
1820001,0.232800,93.814484
1830001,0.199168,110.258736
1840001,0.264800,83.383728
1850001,0.332864,66.693947
1860001,0.237632,93.926788
1870001,0.229760,97.667183
1880001,0.227904,98.989098
1890001,0.229600,98.780540
1900001,0.227456,100.239220
1910001,0.245184,93.480865
1920001,0.248768,92.616463
1930001,0.251712,92.009964
1940001,0.243456,95.623077
1950001,0.272000,86.029449
1960001,0.243520,96.583488
1970001,0.244000,96.885292
1980001,0.231712,102.541138
1990001,0.243552,98.048927
2000001,0.246912,97.200668
2010001,0.358368,67.305145
2020001,0.232800,104.123756
2030001,0.257856,94.471375
2040001,0.334272,73.233810
2050001,0.231360,106.327850
2060001,0.172160,143.587433
2070001,0.223744,111.019791
2080001,0.175296,142.387802
2090001,0.166720,150.431931
2100001,0.231936,108.650719
2110001,0.330176,76.686409
2120001,0.240384,105.830719
2130001,0.328928,77.707016
2140001,0.199232,128.895020
2150001,0.240384,107.328323
2160001,0.435552,59.510715
2170001,0.283872,91.731522
2180001,0.292384,89.471420
2190001,0.406720,64.614502
2200001,0.264864,99.673843
2210001,0.273952,96.805321
2220001,0.276832,96.231689
2230001,0.266080,100.571304
2240001,0.193024,139.257355
2250001,0.257120,105.009377
2260001,0.255264,106.242989
2270001,0.257376,105.837425
2280001,0.225056,121.569801
2290001,0.251616,109.214088
2300001,0.273344,100.971710
2310001,0.227296,121.955566
2320001,0.224064,124.250267
2330001,0.269120,103.894218
2340001,0.248128,113.167450
2350001,0.409760,68.820801
2360001,0.347168,81.574371
2370001,0.295104,96.372849
2380001,0.292640,97.594353
2390001,0.388768,73.771538
2400001,0.281216,102.412422
2410001,0.300320,96.297325
2420001,0.252192,115.150414
2430001,0.292640,99.644653
2440001,0.403392,72.584518
2450001,0.418144,70.310738
2460001,0.330560,89.303040
2470001,0.279936,105.881393
2480001,0.322048,92.408623
2490001,0.354624,84.258293
2500001,0.236576,126.809189
2510001,0.236768,127.213181
2520001,0.237440,127.358536
2530001,0.230048,131.972504
2540001,0.237664,128.248337
2550001,0.245856,124.463150
2560001,0.219808,139.758392
2570001,0.252384,122.194794
2580001,0.384832,80.450722
2590001,0.380320,81.720688
2600001,0.295104,105.725479
2610001,0.362208,86.469681
2620001,0.348160,90.303345
2630001,0.329440,95.798965
2640001,0.372832,84.971283
2650001,0.255232,124.592575
2660001,0.274240,116.394447
2670001,0.277344,115.524452
2680001,0.257472,124.906830
2690001,0.261664,123.364357
2700001,0.391456,82.767952
2710001,0.250176,129.988525
2720001,0.238720,136.729279
2730001,0.316512,103.503227
2740001,0.264288,124.409775
2750001,0.242112,136.300613
2760001,0.333216,99.395020
2770001,0.263552,126.123161
2780001,0.348864,95.624695
2790001,0.240928,138.962738
2800001,0.239872,140.074753
2810001,0.260768,129.310394
2820001,0.260672,129.818359
2830001,0.264224,128.527359
2840001,0.238784,142.723175
2850001,0.376832,90.756653
2860001,0.214272,160.170303
2870001,0.218112,157.900574
2880001,0.198656,173.969131
2890001,0.354272,97.890915
2900001,0.271936,127.971329
2910001,0.308544,113.176765
2920001,0.302464,115.848534
2930001,0.295712,118.899513
2940001,0.404160,87.292191
2950001,0.425152,83.264366
2960001,0.380160,93.434372
2970001,0.283232,125.833282
2980001,0.340448,105.038109
2990001,0.427744,83.881973
3000001,0.474912,75.803543
3010001,0.434720,83.087990
3020001,0.293984,123.272057
3030001,0.280256,129.738571
3040001,0.284512,128.219589
3050001,0.411584,88.924774
3060001,0.303232,121.095436
3070001,0.302848,121.645218
3080001,0.311680,118.583206
3090001,0.331968,111.697548
3100001,0.330784,112.460136
3110001,0.265984,140.309235
3120001,0.245088,152.761505
3130001,0.293664,127.901314
3140001,0.288928,130.413147
3150001,0.326784,115.672768
3160001,0.335584,112.997078
3170001,0.325536,116.853470
3180001,0.330336,115.518776
3190001,0.341376,112.134453
3200001,0.439392,87.393517
3210001,0.321536,119.799995
3220001,0.319456,120.955658
3230001,0.444608,87.177948
3240001,0.346976,112.053894
3250001,0.311584,125.166931
3260001,0.288928,135.397095
3270001,0.422176,92.947044
3280001,0.487520,80.735176
3290001,0.316256,124.835617
3300001,0.302720,130.813995
3310001,0.297664,133.439087
3320001,0.321568,123.892960
3330001,0.318464,125.477325
3340001,0.313728,127.754013
3350001,0.453920,88.561890
3360001,0.472256,85.377449
3370001,0.334656,120.840538
3380001,0.281824,143.919662
3390001,0.254752,159.684753
3400001,0.270048,151.084305
3410001,0.401056,102.030670
3420001,0.333280,123.139740
3430001,0.358848,114.700409
3440001,0.322080,128.166962
3450001,0.417056,99.267273
3460001,0.384384,108.017014
3470001,0.433632,96.026154
